"","College","Region","lon","lat","State","year","fulltime","parttime","international","SOC","female","retention","graduation","tuition","rank","endowment"
"183","Haverford (PA)","Northeast",-75.3351906,40.0065596,"PA","2010",1177,0,2.97366185216653,28.8020390824129,53.4409515717927,96,94,52970,10,356
"184","Haverford (PA)","Northeast",-75.3351906,40.0065596,"PA","2011",1198,0,4.75792988313856,31.8030050083472,53.7562604340568,96,92,55050,9,403
"185","Haverford (PA)","Northeast",-75.3351906,40.0065596,"PA","2012",1205,0,4.48132780082988,28.4647302904564,52.9460580912863,96,92,56992,10,388
"186","Haverford (PA)","Northeast",-75.3351906,40.0065596,"PA","2013",1187,0,5.56023588879528,29.8230834035383,52.1482729570345,96,93,59236,9,434
"187","Haverford (PA)","Northeast",-75.3351906,40.0065596,"PA","2014",1189,5,5.55088309503785,29.4807370184255,52.9,96,93,61564,9,495
"188","Haverford (PA)","Northeast",-75.3351906,40.0065596,"PA","2015",1233,0,7.2,30.5758313057583,51.3,97,93,63986,8,495
"189","Haverford (PA)","Northeast",-75.3351906,40.0065596,"PA","2016",1268,0,9.06940063091483,29.6529968454259,51.4128728414443,97,94,66725,12,472
"190","Haverford (PA)","Northeast",-75.3351906,40.0065596,"PA","2017",1294,2,9.33641975308642,30.9413580246914,52.0092735703246,97,90,68952,12,512
"191","Kenyon (OH)","Midwest",-82.4004966,40.3718965,"OH","2008",1636,8,3.95377128953771,12.5304136253041,52.7506112469438,NA,NA,46830,NA,189
"192","Kenyon (OH)","Midwest",-82.4004966,40.3718965,"OH","2009",1618,15,4.53153704837722,13.8395590936926,51.9777503090235,94,84,48240,NA,151
"193","Kenyon (OH)","Midwest",-82.4004966,40.3718965,"OH","2010",1619,13,3.92156862745098,14.9509803921569,53.3662754786906,93,88,50400,33,159
"194","Kenyon (OH)","Midwest",-82.4004966,40.3718965,"OH","2011",1648,10,3.37756332931242,15.2593486127865,53.7014563106796,93,89,52650,32,180
"195","Kenyon (OH)","Midwest",-82.4004966,40.3718965,"OH","2012",1658,9,3.95920815836833,16.8566286742651,52.5934861278649,93,86,54760,33,185
"196","Kenyon (OH)","Midwest",-82.4004966,40.3718965,"OH","2013",1695,10,4.36835891381346,17.9472140762463,53.6283185840708,92,87,56810,32,195
"197","Kenyon (OH)","Midwest",-82.4004966,40.3718965,"OH","2014",1650,12,4.42424242424242,18.8327316486161,54.5,93,90,58890,32,212
"198","Kenyon (OH)","Midwest",-82.4004966,40.3718965,"OH","2015",1698,0,4.5,19.6702002355713,54.7,94,89,61100,30,219
"199","Kenyon (OH)","Midwest",-82.4004966,40.3718965,"OH","2016",1688,20,4.56674473067916,19.0866510538642,54.9763033175355,96,89,63330,25,209
"200","Kenyon (OH)","Midwest",-82.4004966,40.3718965,"OH","2017",1661,16,5.60524746571258,19.1413237924866,55.8097531607465,95,87,65840,27,238
"201","Lafayette (PA)","Northeast",-75.2109185,40.6986202,"PA","2008",2334,48,6.5071368597817,14.1477749790092,46.1011139674379,NA,NA,47338,NA,683
"202","Lafayette (PA)","Northeast",-75.2109185,40.6986202,"PA","2009",2365,41,6.69160432252702,14.6716541978387,46.8076109936575,94,89,50289,NA,536
"203","Lafayette (PA)","Northeast",-75.2109185,40.6986202,"PA","2010",2362,52,5.92377796188898,15.2029826014913,46.7823878069433,94,89,51774,35,581
"204","Lafayette (PA)","Northeast",-75.2109185,40.6986202,"PA","2011",2423,55,5.56900726392252,15.4963680387409,46.7189434585225,94,90,53720,38,560
"205","Lafayette (PA)","Northeast",-75.2109185,40.6986202,"PA","2012",2438,50,5.34565916398714,15.9967845659164,47.2108285479902,95,89,55688,40,652
"206","Lafayette (PA)","Northeast",-75.2109185,40.6986202,"PA","2013",2435,51,5.91311343523733,16.5728077232502,46.735112936345,95,88,57750,39,720
"207","Lafayette (PA)","Northeast",-75.2109185,40.6986202,"PA","2014",2446,57,8.0130825838103,16.8597682780663,47.1,95,91,59905,36,801
"208","Lafayette (PA)","Northeast",-75.2109185,40.6986202,"PA","2015",2491,42,9.3,17.1338333991315,48.9,94,88,61680,35,778
"209","Lafayette (PA)","Northeast",-75.2109185,40.6986202,"PA","2016",2505,45,10.3529411764706,18.156862745098,51.0179640718563,94,90,64105,37,733
"210","Lafayette (PA)","Northeast",-75.2109185,40.6986202,"PA","2017",2551,43,10.0231303006939,18.5042405551272,51.9012152097217,94,90,66640,36,790
"211","Lawrence (WI)","Midwest",-88.4017769,44.2608327,"WI","2008",1442,54,8.28877005347594,6.81818181818182,53.9528432732316,NA,NA,40221,NA,216
"212","Lawrence (WI)","Midwest",-88.4017769,44.2608327,"WI","2009",1433,50,8.76601483479434,8.02427511800405,53.6636427076064,88,79,41649,NA,168
"213","Lawrence (WI)","Midwest",-88.4017769,44.2608327,"WI","2010",1514,43,9.76236351958895,13.6801541425819,53.8309114927345,88,76,43719,59,180
"214","Lawrence (WI)","Midwest",-88.4017769,44.2608327,"WI","2011",1443,44,8.40618695359785,13.2481506388702,54.5391545391545,90,76,46371,67,215
"215","Lawrence (WI)","Midwest",-88.4017769,44.2608327,"WI","2012",1473,52,8.89328063241107,14.4262295081967,53.7678207739308,88,73,48270,60,194
"216","Lawrence (WI)","Midwest",-88.4017769,44.2608327,"WI","2013",1518,37,10.5466237942122,15.7556270096463,55.9947299077734,89,77,49722,56,212
"217","Lawrence (WI)","Midwest",-88.4017769,44.2608327,"WI","2014",1473,46,10.7264086897488,18.3015141540487,54.7,89,73,51465,59,249
"218","Lawrence (WI)","Midwest",-88.4017769,44.2608327,"WI","2015",1515,46,10.4,18.9622037155669,55.1,89,82,52950,59,275
"219","Lawrence (WI)","Midwest",-88.4017769,44.2608327,"WI","2016",1503,29,11.7493472584856,20.2349869451697,54.2914171656687,89,80,54498,57,283
"220","Lawrence (WI)","Midwest",-88.4017769,44.2608327,"WI","2017",1434,39,12.2878479293958,22.6069246435845,53.5564853556485,89,76,56133,60,318
"221","Macalester (MN)","Midwest",-93.1691354,44.9378933,"MN","2008",1858,42,11.1578947368421,18.2105263157895,57.8040904198062,NA,NA,44976,NA,665
"222","Macalester (MN)","Midwest",-93.1691354,44.9378933,"MN","2009",1958,38,11.8236472945892,18.436873747495,57.5076608784474,93,86,46942,NA,546
"223","Macalester (MN)","Midwest",-93.1691354,44.9378933,"MN","2010",1987,46,11.2641416625676,20.118052139695,58.4801207851032,93,87,49124,29,587
"224","Macalester (MN)","Midwest",-93.1691354,44.9378933,"MN","2011",1978,27,12.069825436409,20.3491271820449,59.5045500505561,93,86,51357,26,654
"225","Macalester (MN)","Midwest",-93.1691354,44.9378933,"MN","2012",2035,35,12.3589995095635,20.7729468599034,59.8,94,88,53419,25,635
"226","Macalester (MN)","Midwest",-93.1691354,44.9378933,"MN","2013",2011,28,12.3589995095635,21.0887690044139,60.6663351566385,94,87,55456,24,687
"227","Macalester (MN)","Midwest",-93.1691354,44.9378933,"MN","2014",2045,28,13.3007334963325,20.7911239749156,60.4,95,90,57691,24,754
"228","Macalester (MN)","Midwest",-93.1691354,44.9378933,"MN","2015",2138,34,14.1,20.2117863720074,60.1,95,87,59761,24,762
"229","Macalester (MN)","Midwest",-93.1691354,44.9378933,"MN","2016",2108,38,14.8648648648649,20.9226467847158,59.8671726755218,94,90,61905,23,700
"230","Macalester (MN)","Midwest",-93.1691354,44.9378933,"MN","2017",2093,43,15.5430711610487,23.12734082397,60.2962255136168,95,90,64136,24,748
"231","Middlebury (VT)","Northeast",-73.2219192,44.006978,"VT","2008",2430,25,11.0794297352342,19.3482688391039,50.7407407407407,NA,NA,49210,NA,885
"232","Middlebury (VT)","Northeast",-73.2219192,44.006978,"VT","2009",2456,26,11.0797743755036,18.3319903303787,50.6921824104234,95,91,50780,NA,700
"233","Middlebury (VT)","Northeast",-73.2219192,44.006978,"VT","2010",2505,27,10.347551342812,18.0489731437599,50.2594810379241,95,93,53800,4,783
"234","Middlebury (VT)","Northeast",-73.2219192,44.006978,"VT","2011",2480,27,10.6501794974073,19.1463901076984,50.9274193548387,96,92,53800,4,908
"235","Middlebury (VT)","Northeast",-73.2219192,44.006978,"VT","2012",2493,23,10.0158982511924,19.3163751987281,51.4640994785399,96,91,55950,5,880
"236","Middlebury (VT)","Northeast",-73.2219192,44.006978,"VT","2013",2477,18,11.1022044088176,20.7214428857715,51.2716996366572,96,90,57470,4,973
"237","Middlebury (VT)","Northeast",-73.2219192,44.006978,"VT","2014",2492,34,10.0321027287319,23.2779097387173,51.4,96,94,59160,4,1082
"238","Middlebury (VT)","Northeast",-73.2219192,44.006978,"VT","2015",2492,34,10,23.2779097387173,51.4,96,94,61456,7,1101
"239","Middlebury (VT)","Northeast",-73.2219192,44.006978,"VT","2016",2506,26,9.95260663507109,24.8420221169036,51.7956903431764,96,94,64332,4,1002
"240","Middlebury (VT)","Northeast",-73.2219192,44.006978,"VT","2017",2531,30,10.8551347130027,24.599765716517,51.7186882655077,96,94,67464,4,1074
"241","Mt Holyoke (MA)","Northeast",-72.5783281,42.2532535,"MA","2008",2172,59,18.0636485880771,21.9632451815329,100,NA,NA,48686,NA,663
"242","Mt Holyoke (MA)","Northeast",-72.5783281,42.2532535,"MA","2009",2225,63,20.2797202797203,22.5524475524476,100,93,81,50576,NA,488
"243","Mt Holyoke (MA)","Northeast",-72.5783281,42.2532535,"MA","2010",2285,47,22.041166380789,22.7272727272727,100,93,82,52036,25,520
"244","Mt Holyoke (MA)","Northeast",-72.5783281,42.2532535,"MA","2011",2316,34,23.5744680851064,24.8085106382979,99.9568221070812,92,83,53596,26,602
"245","Mt Holyoke (MA)","Northeast",-72.5783281,42.2532535,"MA","2012",2290,35,23.4408602150538,25.4091300602928,100,92,82,53596,29,583
"246","Mt Holyoke (MA)","Northeast",-72.5783281,42.2532535,"MA","2013",2151,32,25.1030691708658,25.4695373339441,100,91,85,53596,32,632
"247","Mt Holyoke (MA)","Northeast",-72.5783281,42.2532535,"MA","2014",2161,28,24.7107820453494,27.2270443124714,100,91,81,55146,38,710
"248","Mt Holyoke (MA)","Northeast",-72.5783281,42.2532535,"MA","2015",2095,31,26.3,27.516462841016,100,91,82,56746,41,700
"249","Mt Holyoke (MA)","Northeast",-72.5783281,42.2532535,"MA","2016",2162,37,26.9213278763074,27.1032287403365,100,91,80,59306,35,668
"250","Mt Holyoke (MA)","Northeast",-72.5783281,42.2532535,"MA","2017",2161,49,27.3755656108597,25.8823529411765,100,91,85,62000,36,729
"251","Oberlin (OH)","Midwest",-82.233834,41.2843306,"OH","2008",2793,46,6.02324762240225,19.2321239873195,55.3884711779449,NA,NA,48150,NA,761
"252","Oberlin (OH)","Midwest",-82.233834,41.2843306,"OH","2009",2860,45,6.29948364888124,19.7590361445783,55.2797202797203,93,82,50484,NA,550
"253","Oberlin (OH)","Midwest",-82.233834,41.2843306,"OH","2010",2902,72,6.08607935440484,21.7215870880968,55.2722260509993,94,83,52587,22,618
"254","Oberlin (OH)","Midwest",-82.233834,41.2843306,"OH","2011",2907,52,6.01554579249747,21.3585670834741,55.1427588579291,94,86,54760,23,700
"255","Oberlin (OH)","Midwest",-82.233834,41.2843306,"OH","2012",2889,41,6.17747440273038,21.3310580204778,54.6555901696089,94,87,57025,24,675
"256","Oberlin (OH)","Midwest",-82.233834,41.2843306,"OH","2013",2861,33,6.80718728403594,22.5984796129924,54.5613421880461,94,87,59474,26,728
"257","Oberlin (OH)","Midwest",-82.233834,41.2843306,"OH","2014",2920,41,7.19178082191781,22.4586288416076,55.6,94,85,61788,25,816
"258","Oberlin (OH)","Midwest",-82.233834,41.2843306,"OH","2015",2897,15,7.9,23.2142857142857,55.7,93,88,64212,23,832
"259","Oberlin (OH)","Midwest",-82.233834,41.2843306,"OH","2016",2869,26,9.11917098445596,24.2487046632124,56.6747995817358,93,87,66012,23,770
"260","Oberlin (OH)","Midwest",-82.233834,41.2843306,"OH","2017",2793,34,10.2228510788822,24.8319773611602,57.6083064804869,93,88,68672,24,838
"261","Occidental (CA)","West",-118.2123031,34.1273187,"CA","2008",1837,9,2.27518959913326,35.807150595883,55.6341861731083,NA,NA,47891,NA,360
"262","Occidental (CA)","West",-118.2123031,34.1273187,"CA","2009",1957,15,1.82555780933063,35.9026369168357,56.4639754726622,92,81,50295,NA,282
"263","Occidental (CA)","West",-118.2123031,34.1273187,"CA","2010",2079,10,2.63283867879368,38.1522259454284,56.4694564694565,92,86,52919,33,299
"264","Occidental (CA)","West",-118.2123031,34.1273187,"CA","2011",2112,13,3.2,38.6823529411765,57.0549242424242,92,85,55491,36,342
"265","Occidental (CA)","West",-118.2123031,34.1273187,"CA","2012",2154,22,3.16949931097841,40.7628676470588,56.2674094707521,93,85,57450,37,331
"266","Occidental (CA)","West",-118.2123031,34.1273187,"CA","2013",2113,15,4.79323308270677,42.1522556390977,56.2707051585424,92,83,60002,39,357
"267","Occidental (CA)","West",-118.2123031,34.1273187,"CA","2014",2101,16,5.04521656354117,41.5682569674067,56.4,92,84,61272,41,406
"268","Occidental (CA)","West",-118.2123031,34.1273187,"CA","2015",2090,22,5.4,42.4715909090909,57.4,93,88,63484,44,392
"269","Occidental (CA)","West",-118.2123031,34.1273187,"CA","2016",2045,17,6.93501454898157,41.9980601357905,57.4083129584352,93,85,65530,43,372
"270","Occidental (CA)","West",-118.2123031,34.1273187,"CA","2017",2035,20,6.81265206812652,40.6812652068126,57.8869778869779,93,88,68076,44,413
"271","Pomona (CA)","West",-117.7139917,34.0977429,"CA","2008",1523,9,4.11227154046997,34.0731070496084,50.4267892317794,NA,NA,47845,NA,1794
"272","Pomona (CA)","West",-117.7139917,34.0977429,"CA","2009",1535,15,4.32258064516129,33.6774193548387,49.8371335504886,100,94,49668,NA,1334
"273","Pomona (CA)","West",-117.7139917,34.0977429,"CA","2010",1549,11,4.80769230769231,34.8717948717949,50.5487411233054,99,95,51490,6,1459
"274","Pomona (CA)","West",-117.7139917,34.0977429,"CA","2011",1572,14,5.359394703657,35.9394703656999,51.0178117048346,98,95,53269,6,1700
"275","Pomona (CA)","West",-117.7139917,34.0977429,"CA","2012",1589,18,6.78282514001245,37.3988799004356,51.7935808684707,98,94,54964,4,1680
"276","Pomona (CA)","West",-117.7139917,34.0977429,"CA","2013",1596,16,7.50620347394541,39.6401985111663,52.0050125313283,98,95,57680,5,1823
"277","Pomona (CA)","West",-117.7139917,34.0977429,"CA","2014",1634,16,8.93512851897185,41.2727272727273,50.9,98,96,60532,4,2101
"278","Pomona (CA)","West",-117.7139917,34.0977429,"CA","2015",1648,15,9.8,43.535778713169,50.4,98,96,62770,5,2099
"279","Pomona (CA)","West",-117.7139917,34.0977429,"CA","2016",1651,9,11.3253012048193,45.5421686746988,50.6965475469413,98,93,64957,4,1985
"280","Pomona (CA)","West",-117.7139917,34.0977429,"CA","2017",1682,21,11.5091015854375,47.3282442748092,50.2972651605232,98,94,67225,7,2167
"281","Reed (OR)","West",-122.6329927,45.4816194,"OR","2008",1402,40,5.54785020804438,20.4576976421637,56.1340941512126,NA,NA,48110,NA,427
"282","Reed (OR)","West",-122.6329927,45.4816194,"OR","2009",1406,46,6.19834710743802,20.3856749311295,54.551920341394,88,75,49950,NA,311
"283","Reed (OR)","West",-122.6329927,45.4816194,"OR","2010",1408,39,5.25224602626123,23.1513476157567,55.46875,90,77,51850,49,359
"284","Reed (OR)","West",-122.6329927,45.4816194,"OR","2011",1422,35,5.76527110501029,23.0610844200412,54.2194092827004,89,78,54230,54,399
"285","Reed (OR)","West",-122.6329927,45.4816194,"OR","2012",1395,37,6.07541899441341,22.1368715083799,53.763440860215,89,77,56310,57,440
"286","Reed (OR)","West",-122.6329927,45.4816194,"OR","2013",1356,39,7.16845878136201,25.3763440860215,52.3598820058997,90,78,58170,75,485
"287","Reed (OR)","West",-122.6329927,45.4816194,"OR","2014",1339,35,7.31889469753547,27.0014556040757,53.4,91,73,60350,74,543
"288","Reed (OR)","West",-122.6329927,45.4816194,"OR","2015",1394,36,7.9,27.0629370629371,54.4,92,78,62920,77,545
"289","Reed (OR)","West",-122.6329927,45.4816194,"OR","2016",1379,31,8.86524822695035,28.2978723404255,54.7498187092096,94,79,65690,93,497
"290","Reed (OR)","West",-122.6329927,45.4816194,"OR","2017",1408,39,11.0573600552868,26.8140981340705,53.90625,92,78,68270,87,540
"291","Sarah Lawrence (NY)","Northeast",-73.8458457,40.9345909,"NY","2008",1331,58,3.02375809935205,14.0388768898488,73.4034560480842,NA,NA,54066,NA,78
"292","Sarah Lawrence (NY)","Northeast",-73.8458457,40.9345909,"NY","2009",1318,49,3.51133869787857,13.4601316752012,73.2169954476479,87,75,55788,NA,59
"293","Sarah Lawrence (NY)","Northeast",-73.8458457,40.9345909,"NY","2010",1289,39,4.74397590361446,21.0843373493976,71.6058960434445,86,76,57384,NA,66
"294","Sarah Lawrence (NY)","Northeast",-73.8458457,40.9345909,"NY","2011",1370,43,7.43099787685775,18.5421089879689,71.5328467153285,81,75,59170,NA,74
"295","Sarah Lawrence (NY)","Northeast",-73.8458457,40.9345909,"NY","2012",1374,46,7.46478873239437,21.9718309859155,72.8529839883552,81,75,61236,NA,67
"296","Sarah Lawrence (NY)","Northeast",-73.8458457,40.9345909,"NY","2013",1441,30,10.3331067301156,22.093813732155,72.1027064538515,84,70,63200,NA,75
"297","Sarah Lawrence (NY)","Northeast",-73.8458457,40.9345909,"NY","2014",1415,22,12.9328621908127,22.0598469032707,71.2,87,77,65480,NA,88
"298","Sarah Lawrence (NY)","Northeast",-73.8458457,40.9345909,"NY","2015",1327,21,12.5,24.9258160237389,72.3,87,69,65730,59,91
"299","Sarah Lawrence (NY)","Northeast",-73.8458457,40.9345909,"NY","2016",NA,27,13.0041724617524,24.3,71.6,87,77,67386,57,90
"300","Sarah Lawrence (NY)","Northeast",-73.8458457,40.9345909,"NY","2017",NA,NA,NA,NA,NA,85,79,69280,59,104
"301","Scripps (CA)","West",-117.7124015,34.1039348,"CA","2008",947,7,1.67714884696017,24.9475890985325,100,NA,NA,49450,NA,271
"302","Scripps (CA)","West",-117.7124015,34.1039348,"CA","2009",902,4,2.75938189845475,26.7108167770419,100,90,80,50550,NA,212
"303","Scripps (CA)","West",-117.7124015,34.1039348,"CA","2010",941,15,3.76569037656904,30.5439330543933,100,92,82,52900,25,237
"304","Scripps (CA)","West",-117.7124015,34.1039348,"CA","2011",955,12,4.96380558428128,31.3340227507756,100,92,87,54900,23,267
"305","Scripps (CA)","West",-117.7124015,34.1039348,"CA","2012",940,5,4.76190476190476,34.7089947089947,100,94,82,57098,29,257
"306","Scripps (CA)","West",-117.7124015,34.1039348,"CA","2013",979,11,4.44444444444444,35.4545454545455,100,94,88,59570,24,282
"307","Scripps (CA)","West",-117.7124015,34.1039348,"CA","2014",968,4,4.64876033057851,37.3456790123457,100,92,90,61940,25,311
"308","Scripps (CA)","West",-117.7124015,34.1039348,"CA","2015",969,4,4.7,39.4655704008222,100,93,84,64260,24,305
"309","Scripps (CA)","West",-117.7124015,34.1039348,"CA","2016",1030,9,5.19730510105871,36.4773820981713,100,93,87,66664,29,296
"310","Scripps (CA)","West",-117.7124015,34.1039348,"CA","2017",1056,3,5.57129367327668,37.6770538243626,100,93,92,69260,23,306
"311","Smith (MA)","Northeast",-72.6446869,42.3162992,"MA","2008",2588,22,6.59003831417625,27.3180076628352,100,NA,NA,48108,NA,1366
"312","Smith (MA)","Northeast",-72.6446869,42.3162992,"MA","2009",2593,21,7.84238714613619,27.1231828615149,100,90,86,50380,NA,1096
"313","Smith (MA)","Northeast",-72.6446869,42.3162992,"MA","2010",2571,17,8.88717156105101,27.5888717156105,99.9611046285492,90,88,51898,18,1244
"314","Smith (MA)","Northeast",-72.6446869,42.3162992,"MA","2011",2610,17,10.6966121050628,29.3110011419871,99.9233716475096,91,84,53460,14,1439
"315","Smith (MA)","Northeast",-72.6446869,42.3162992,"MA","2012",2643,21,11.524024024024,30.5555555555556,99.9621642073401,91,83,55320,19,1410
"316","Smith (MA)","Northeast",-72.6446869,42.3162992,"MA","2013",2585,21,13.1619339984651,31.8495778971604,99.9226305609284,92,85,57524,18,1557
"317","Smith (MA)","Northeast",-72.6446869,42.3162992,"MA","2014",2544,19,14.1509433962264,31.7986734295747,100,92,85,59674,20,1756
"318","Smith (MA)","Northeast",-72.6446869,42.3162992,"MA","2015",2460,18,14.1,32.5262308313156,100,93,86,61758,19,1782
"319","Smith (MA)","Northeast",-72.6446869,42.3162992,"MA","2016",2503,11,14.3993635640414,32.5377883850438,99.9200958849381,94,87,63914,14,1627
"320","Smith (MA)","Northeast",-72.6446869,42.3162992,"MA","2017",2505,16,13.8833796112654,32.4077746925823,99.9600798403194,93,87,66774,12,1767
"321","Swarthmore (PA)","Northeast",-75.3582387,39.9014616,"PA","2008",1478,12,7.18120805369128,37.5167785234899,51.8267929634641,NA,NA,47804,NA,1413
"322","Swarthmore (PA)","Northeast",-75.3582387,39.9014616,"PA","2009",1510,15,6.55737704918033,37.7049180327869,51.8543046357616,96,94,49600,NA,1129
"323","Swarthmore (PA)","Northeast",-75.3582387,39.9014616,"PA","2010",1510,14,7.28346456692913,38.1233595800525,50.9271523178808,97,92,51500,3,1249
"324","Swarthmore (PA)","Northeast",-75.3582387,39.9014616,"PA","2011",1536,9,7.57281553398058,40.6472491909385,51.171875,97,93,53250,3,1508
"325","Swarthmore (PA)","Northeast",-75.3582387,39.9014616,"PA","2012",1537,15,8.11855670103093,41.0438144329897,51.2036434612882,97,93,55750,3,1499
"326","Swarthmore (PA)","Northeast",-75.3582387,39.9014616,"PA","2013",1526,8,8.47457627118644,43.3507170795306,50.786369593709,97,95,57870,3,1635
"327","Swarthmore (PA)","Northeast",-75.3582387,39.9014616,"PA","2014",1534,8,9.77835723598436,43.514915693904,50.8,97,92,59610,3,1877
"328","Swarthmore (PA)","Northeast",-75.3582387,39.9014616,"PA","2015",1571,10,10.8,43.7065148640101,50.4,96,93,61400,3,1846
"329","Swarthmore (PA)","Northeast",-75.3582387,39.9014616,"PA","2016",1619,1,11.6666666666667,43.2716049382716,50.8338480543545,96,94,63550,3,1747
"330","Swarthmore (PA)","Northeast",-75.3582387,39.9014616,"PA","2017",1637,4,12.8580134064595,43.1444241316271,50.7635919364691,97,94,65774,4,1956
"331","Trinity (CT)","Northeast",-72.6925232,41.7479332,"CT","2008",2208,133,4.14352840666382,19.0944041008116,50.1811594202899,NA,NA,48624,NA,414
"332","Trinity (CT)","Northeast",-72.6925232,41.7479332,"CT","2009",2161,131,4.62478184991274,18.2809773123909,49.1901897269783,92,87,51400,NA,319
"333","Trinity (CT)","Northeast",-72.6925232,41.7479332,"CT","2010",2173,119,5.93368237347295,19.5026178010471,50.2070869765301,91,86,53380,36,357
"334","Trinity (CT)","Northeast",-72.6925232,41.7479332,"CT","2011",2196,108,6.90104166666667,22.9166666666667,48.9981785063752,91,86,55450,36,417
"335","Trinity (CT)","Northeast",-72.6925232,41.7479332,"CT","2012",2179,106,7.70240700218818,21.3385484571925,48.3708122992198,91,86,57530,37,423
"336","Trinity (CT)","Northeast",-72.6925232,41.7479332,"CT","2013",2214,117,8.36550836550837,21.021021021021,48.2836495031617,92,86,59810,38,473
"337","Trinity (CT)","Northeast",-72.6925232,41.7479332,"CT","2014",2146,109,9.97204100652377,19.7782705099778,49.5,91,83,61756,36,540
"338","Trinity (CT)","Northeast",-72.6925232,41.7479332,"CT","2015",2165,124,9.5,20,47.7,91,86,63920,45,562
"339","Trinity (CT)","Northeast",-72.6925232,41.7479332,"CT","2016",2159,100,9.51748561310314,20.2,48.2,90,84,66440,43,524
"340","Trinity (CT)","Northeast",-72.6925232,41.7479332,"CT","2017",2117,104,11.8,20.3,50.1,89,86,68970,38,577
"341","U of South, Sewanee (TN)","South",-85.9311316,35.2039548,"TN","2008",1466,17,2.1577882670263,10.1820633850303,52.9331514324693,NA,NA,NA,NA,313
"342","U of South, Sewanee (TN)","South",-85.9311316,35.2039548,"TN","2009",1455,14,2.58679373723622,11.2321307011572,51.2714776632302,89,76,NA,NA,246
"343","U of South, Sewanee (TN)","South",-85.9311316,35.2039548,"TN","2010",1436,19,2.81786941580756,12.9896907216495,53.4818941504178,89,77,NA,36,272
"344","U of South, Sewanee (TN)","South",-85.9311316,35.2039548,"TN","2011",1459,18,2.5727826675694,14.0148950575491,50.9252912954078,89,82,NA,32,319
"345","U of South, Sewanee (TN)","South",-85.9311316,35.2039548,"TN","2012",1486,23,2.71703114645461,14.0054127198917,51.9515477792732,88,81,NA,33,319
"346","U of South, Sewanee (TN)","South",-85.9311316,35.2039548,"TN","2013",1602,18,3.0750307503075,14.1975308641975,50.6242197253433,88,86,NA,36,337
"347","U of South, Sewanee (TN)","South",-85.9311316,35.2039548,"TN","2014",1620,11,2.71604938271605,11.4040465971796,51.5,88,78,NA,38,374
"348","U of South, Sewanee (TN)","South",-85.9311316,35.2039548,"TN","2015",1685,25,2.7,14.6198830409357,52.1,88,78,NA,45,378
"349","U of South, Sewanee (TN)","South",-85.9311316,35.2039548,"TN","2016",1718,13,2.88850375505488,14.9046793760832,52.6193247962747,89,79,NA,48,358
"350","U of South, Sewanee (TN)","South",-85.9311316,35.2039548,"TN","2017",1687,15,3.11398354876616,14.8648648648649,52.6970954356846,89,78,NA,47,395
"351","Union (NY)","Northeast",-73.9317874,42.8177125,"NY","2008",2212,28,3.79464285714286,13.9732142857143,48.8245931283906,NA,NA,48552,NA,391
"352","Union (NY)","Northeast",-73.9317874,42.8177125,"NY","2009",2157,37,4.46672743846855,16.4995442114859,48.5396383866481,92,86,50439,NA,284
"353","Union (NY)","Northeast",-73.9317874,42.8177125,"NY","2010",2170,27,4.87027765134274,17.4328629949932,48.5714285714286,92,85,52329,43,291
"354","Union (NY)","Northeast",-73.9317874,42.8177125,"NY","2011",2194,26,5.58558558558559,18.0630630630631,46.9462169553327,92,86,54273,41,322
"355","Union (NY)","Northeast",-73.9317874,42.8177125,"NY","2012",2209,32,6.33645693886658,18.8755020080321,46.2652784065188,92,83,56289,40,317
"356","Union (NY)","Northeast",-73.9317874,42.8177125,"NY","2013",2225,21,6.07434270172257,19.9910952804987,46.1123595505618,93,86,58248,41,353
"357","Union (NY)","Northeast",-73.9317874,42.8177125,"NY","2014",2228,14,6.6427289048474,18.4656556645852,45.9,93,83,60240,41,411
"358","Union (NY)","Northeast",-73.9317874,42.8177125,"NY","2015",2226,43,7.3,19.0832966064346,46.2,93,88,62274,41,436
"359","Union (NY)","Northeast",-73.9317874,42.8177125,"NY","2016",2132,71,7.30821606899682,19.4280526554698,46.0131332082552,93,86,64374,38,385
"360","Union (NY)","Northeast",-73.9317874,42.8177125,"NY","2017",2176,91,7.14600794000882,19.2324658138509,46.6911764705882,92,88,66609,38,423
"361","Vassar (NY)","Northeast",-73.8978889,41.6867992,"NY","2008",2337,52,6.44621180410214,21.8082879866053,58.3226358579375,NA,NA,49250,NA,849
"362","Vassar (NY)","Northeast",-73.8978889,41.6867992,"NY","2009",2394,58,6.6068515497553,23.694942903752,58.9390142021721,96,93,51300,NA,658
"363","Vassar (NY)","Northeast",-73.8978889,41.6867992,"NY","2010",2401,45,6.37775960752249,27.2690106295993,57.6426488962932,96,92,53270,11,699
"364","Vassar (NY)","Northeast",-73.8978889,41.6867992,"NY","2011",2345,41,6.28667225481978,28.9606035205365,56.4605543710021,96,92,55135,12,814
"365","Vassar (NY)","Northeast",-73.8978889,41.6867992,"NY","2012",2370,36,6.98254364089776,31.0058187863674,56.3713080168776,96,93,57070,14,805
"366","Vassar (NY)","Northeast",-73.8978889,41.6867992,"NY","2013",2437,40,6.78239806217198,32.1356479612434,55.88838736151,97,91,59070,11,869
"367","Vassar (NY)","Northeast",-73.8978889,41.6867992,"NY","2014",2394,24,7.14285714285714,33.4987593052109,56.1,97,91,61140,13,974
